水光潋滟晴方好，山色空蒙雨亦奇	1
苦读有恒，好学无时	1
野烟有路知依寺，明月无心也进城	1
川口雨晴风复止，蜻蜓上下鱼东西	0
孤舟蓑笠翁，独钓寒江雪	0
朔气传金柝，寒光照铁衣	1
客情今古道，秋梦短长亭	1
云鬓花颜金步摇，芙蓉帐暖度春宵	0
碧玉妆成一树高，万条垂下绿丝绦	0
无可奈何花落去，似曾相识燕归来	1
海内存知己，天涯若比邻	1
千里冰封，万里雪飘	1
煮豆持作羹，漉菽以为汁	0
对酒当歌，人生几何	0
六军不发无奈何，宛转蛾眉马前死	0
一帘花影云拖地，半夜书声月在天	1
有花有月圆中乐事，无春无夏城外清游	1
功者难成而易败，时者难得而易失	1
乌菱白芡不论钱，乱系青菰裹绿盘	0
秋豫凝仙览，宸游转翠华	0
清其流者必竭其源，正其本者须端其末	1
潭中鱼可百许头，皆若空游无所依	0
西风吹散云头雨，斜阳却照天边树	0
悠悠卷旆旌，饮马出长城	0
瀚海百重波，阴山千里雪	1
最爱湖东行不足，绿杨阴里白沙堤	0
渭城朝雨浥轻尘，客舍青青柳色新	0
幼有所育、学有所教、病有所医、老有所养、住有所居、弱有所扶	0
水是眼波横，山是眉峰聚	1
蒹葭影里和烟卧，菡萏香中带雨披	1
天来头顶，路在口边	1
百川东到海，何时复西归	0
游鱼细石，直视无碍	0
凌波仙子生尘袜，水上轻盈步微月	0
言必信，行必果	1
不才明主弃，多病故人疏	1
挟飞仙以遨游，抱明月而长终	1
庄生晓梦迷蝴蝶，望帝春心托杜鹃	1
竹边台榭水边亭，不要人随只独行	0
花间一壶酒，独酌无相亲	0
水至清则无鱼，人至察则无徒	1
知味人当风月夕，多情心爱雨花天	1
与人期行，相委而去	0
有志始知蓬莱近，无为总觉咫尺远	1
胜不骄，败莫馁	1
我有嘉宾，鼓瑟吹笙	0
煮沸江海，融化冰山	1
各有千金裘，俱为五侯客	1
生，亦我所欲也；义，亦我所欲也	1
暧暧日暖闺，田家来致词	0
刀不磨会生锈，人不学要落后	1
急应河阳役，犹得备晨炊	0
银烛秋光冷画屏，轻罗小扇扑流萤	0
碧从天上得，红自日边来	1
浔阳地僻无音乐，终岁不闻丝竹声	0
草色烟光残照里，无言谁会凭阑意	0
风暖鸟声碎，日高花影重	1
今来一登望，如上九天游	0
错落金锁甲，蒙茸貂鼠衣	0
日照锦城头，朝光散花楼	0
单车欲问边，属国过居延	0
千金难买好风气，万金难成好文化	1
池上碧苔三四点，叶底黄鹂一两声	1
山寺月中寻桂子，郡亭枕上看潮头	1
万物皆春人独老，一年过社燕方回	0
结庐在人境，而无车马喧	0
但愿人长久，千里共婵娟	0
只欠翠纱红映肉，两年寒食负先生	0
惟留一简书，金泥泰山顶	0
天街小雨润如酥，草色遥看近却无	0
家田输税尽，拾此充饥肠	0
郁孤台下清江水，中间多少行人泪	0
造化钟神秀，阴阳割昏晓	0
文气曲如流水，天怀和若春风	1
善操理者不能有全功，善处身者不能无过失	1
淡妆浓抹调新色，顽绿痴红发古香	1
凤髻金泥带，龙纹玉掌梳	1
终身争一息，每事必三思	0
神龟虽寿，犹有竟时	0
风因得竹若殊遇，水不在山无泪流	0
南阳诸葛庐，西蜀子云亭	1
春寒赐浴华清池，温泉水滑洗凝脂	0
不随时俯仰，自得古风流	0
赖多山水趣，稍解别离情	0
霜蹄千里骏，风翻九霄鹏	1
礼是民之本，民是国之本	1
石间坐久春云起，花底吟成夕照收	1
接天莲叶无穷碧，映日荷花别样红	1
虽人有百手，手有百指，不能指其一端；人有百口，口有百舌，不能名其一处也	1
年与时驰，意与日去，遂成枯落，多不接世，悲守穷庐，将复何及	0
水面细风生，菱歌慢慢声	0
人生代代无穷已，江月年年只相似	1
扪参历井仰胁息，以手抚膺坐长叹	0
多情明月邀君共，无主荷花到处开	1
歌台暖响，春光融融；舞殿冷袖，风雨凄凄	1
黯乡魂，追旅思	0
吾家洗砚池头树，个个花开淡墨痕	0
梨园弟子白发新，椒房阿监青娥老	1
此之蜜糖，彼之砒霜	1
闲静少言，不慕荣利	0
乡村四月闲人少，才了蚕桑又插田	0
木叶纷纷归路，残月晓风何处	0
长江后浪推前浪，世上今人胜古人	1
观书到老眼如月，得句惊人胸有珠	0
留连戏蝶时时舞，自在娇莺恰恰啼	0
鬓虽残，心未死	1
清风徐来，水波不兴	0
风雨送春归，飞雪迎春到	1
可看庭前花开花落，可望天上云卷云舒	1
春眠不觉晓，处处闻啼鸟	0
此意投赠君，沧波风袅袅	0
乱石穿空，惊涛拍岸	1
床头屋漏无干处，雨脚如麻未断绝	0
日月之行，若出其中；星汉灿烂，若出其里	1
书到疑时须逆志，事当难处但平心	1
江水流长还绕似青罗带，海蟾轮满澄明如白玉盘	1
一时成败在于力，千古成败在于礼	1
万里因循成久客，一年容易又秋风	0
唤渠朝餐歇半霎，低头折腰只不答	0
烛光低映珠鞴丽，酒晕徐添玉颊红	0
但使龙城飞将在，不教胡马度阴山	0
都督阎公之雅望，棨戟遥临；宇文新州之懿范，襜帷暂驻	1
出行无阻碍，人人都礼让	0
金猴奋起千钧棒，玉宇澄清万里埃	1
迟日江山丽，春风花鸟香	1
杨花落尽子规啼，闻道龙标过五溪	0
客亭临小市，灯火夜妆明	0
国破山河在，城春草木深	1
梅雪争春未肯降，骚人搁笔费评章	0
人多力量大，柴多火焰高	1
国耳忘家，公耳忘私	1
不知马骨伤寒水，惟见龙城起暮云	1
腰间带两绶，转眄生光辉	0
悟得柳公书内法，生来江子梦中花	1
放开眼孔观书，抖起脊梁立行	1
以传统为先、以创新为命	1
寒素清白浊如泥，高第良将怯如鸡	0
满地绿阳飞燕子，一帘晴雪卷梅花	1
爆竹声中一岁除，春风送暖入屠苏	0
法律是治国之重器，良法是善治之前提	1
逆水行舟，不进则退	0
生态兴则文明兴，生态衰则文明衰	1
善鼓云和瑟，常闻帝子灵	0
老翁逾墙走，老妇出门看	1
世事如椇一著争来千古业，柔情似水几时流尽六朝春	1
非学无以广才，非志无以成学	1
用之不觉，失之难存	1
征蓬出汉塞，归雁入胡天	0
牛困人饥日已高，市南门外泥中歇	0
春风桃李花开日，秋雨梧桐叶落时	1
白日莫闲过，青春不再来	1
"衣食以厚民生,礼义以养其心"	1
学海无涯勤是岸，云程有路志是梯	1
古径无人到，深堂有月来	1
水不干，鱼不尽	1
排空驭气奔如电，升天入地求之遍	1
两岸石壁，五色交辉	0
醉翁之意不在酒，在乎山水之间也	0
马作的卢飞快，弓如霹雳弦惊	1
金风玉露一相逢，便胜却人间无数	0
慨当以慷，忧思难忘	0
言过其实，不可大用	0
不能手提天下往，何忍身去游其间	0
读破万卷诗愈美，行尽千山路转赊	1
冷眼向洋看世界，热风吹雨洒江天	1
独夫之心，日益骄固	0
曲罢曾教善才服，妆成每被秋娘妒	0
先谋后事者逸，先事后谋者失	1
钗留一股合一扇，钗擘黄金合分钿	0
纸上得来终觉浅，绝知此事要躬行	0
夹岸高山，皆生寒树，负势竞上，互相轩邈，争高直指，千百成峰	0
民生利益无小时，一枝一叶总关情	0
白日依山尽，黄河入海流	1
竹雨侵窗润，松风吹面寒	1
我从去年辞帝京，谪居卧病浔阳城	0
少壮不努力，老大徒伤悲	1
静而能映物，动而能变化	1
行的是光辉真理，为的是天下归心	1
此时相望不相闻，愿逐月华流照君	0
翠华摇摇行复止，西出都门百余里	0
忘怀得失，以此自终	0
过桥分野色，移石动云根	1
从邪陷厥父，吾欲讨彼狂	0
浮云游子意，落日故人情	1
我住长江头，君住长江尾	1
芳草有情皆碍马，好云无处不遮楼	1
弹琴看文君，春风吹鬓影	0
花开花败，草荣草枯	1
千呼万唤始出来，犹抱琵琶半遮面	0
不见清溪鱼，饮水得自宜	0
鱼鱼入世难为海，燕燕依人别有天	1
清明时节雨纷纷，路上行人欲断魂	0
安得车轮四角，不堪带减腰围	0
茶香飘溢，南麓秦岭	0
朝前看，往前走	1
﻿人生得意须尽欢，莫使金樽空对月	0
梅月横窗成画本，兰风度槛入情诗	1
南山尚相送，只高城人隔	0
兴，百姓苦；亡，百姓苦	0
烽火连三月，家书抵万金	1
月落乌啼霜满天，江枫渔火对愁眠	0
智者千虑，必有一失；愚者千虑，必有一得	1
我亦随人投数纸，世情嫌简不嫌虚	0
都人回面向北啼，日夜更望官军至	0
樽前一曲歌，歌里千重意	0
塞外悲风切，交河冰已结	0
我寄愁心与明月，随风直到夜郎西	0
罢灯船端阳不闹，收酒旗重九无聊	0
何时眼前突兀见此屋，吾庐独破受冻死亦足	0
望西都，意踌躇	0
俭为德之恭，侈为恶之大	1
相知在急难，独好亦何益	0
欲知千古事，须读五车书	1
烟笼寒水月笼沙，夜泊秦淮近酒家	0
无花无酒过清明，兴味萧然似野僧	0
黑发不知勤学早，白首方悔读书迟	1
人多出韩信，智多出孔明	1
乱花渐欲迷人眼，浅草才能没马蹄	0
马色虽不同，人心本无隔	0
古之圣人，其出人也远矣，犹且从师而问焉；今之众人，其下圣人也亦远矣，而耻学于师	0
千门万户曈曈日，总把新桃换旧符	0
疾病命固乱，魏氏言有章	0
青山横北郭，白水绕东城	1
内化于心，外化于行	1
古人学问无遗力，少壮工夫老始成	0
行万里者，不中道而辍足；图四海者，匪怀细以害大	1
动静相宜，虚实相生	1
放生鱼鳖逐人来，无主荷花到处开	0
天阶夜色凉如水，卧看牵牛织女星	0
万里长空开眼界，一川春水润心田	1
我心还不浅，怀古醉馀觞	0
忽忆尝新会灵观，滞留江海得加餐	0
创新兴则国家兴，创新强则国家强	1
客从长安来，驱马邯郸道	0
云润早含及物意，水清不易在山心	0
羌笛何须怨杨柳，春风不度玉门关	0
起舞弄清影，何似在人间	0
牡丹之爱，宜乎众矣	0
桃李虽未开，荑萼满芳枝	0
死去元知万事空，但悲不见九州同	0
矩不正，不以为方；规不正，不以为圆	1
浊者自浊，清者自清	1
同是天涯沦落人，相逢何必曾相识	0
绿遍山原白满川，子规声里雨如烟	0
山盟虽在，锦书难托	0
单丝不成丝，独木不成林	1
退缩是懦夫的表现，应战是勇者的胆魄	1
听妇前致词，三男邺城戍	0
凄凄不似向前声，满座重闻皆掩泣	0
业精于勤，而荒于戏，行成于思，而毁于随	1
湖光秋月两相和，潭面无风镜未磨	0
高论明秋水，新诗动洛川	1
吟成赏月之诗只愁月堕，斟满送春之酒惟憾春归	1
山气日夕佳，飞鸟相与还	0
晓雾将歇，猿鸟乱鸣；夕日欲颓，沉鳞竞跃	1
明枪易挡，暗箭难防	1
田家少闲月，五月人倍忙	0
桃灼灼，柳依依，雪茫茫，雨霏霏	1
献花游女木兰桡，细雨斜风湿翠翘	0
云销雨霁，彩彻区明	1
一年两度锦城游，前值东风后值秋	0
满面尘灰烟火色，两鬓苍苍十指黑	0
清风能感水能化，修竹有情兰有怀	1
北海虽赊，扶摇可接；东隅已逝，桑榆非晚	1
孙行者，祖冲之	1
窗外日光弹指过，席前花影坐间移	1
渡远荆门外，来从楚国游	0
名扬四海，声震八方	1
剑外忽传收蓟北，初闻涕泪满衣裳	0
吴酒一杯春竹叶，吴娃双舞醉芙蓉	1
二川溶溶，流入宫墙	0
羿昔落九乌，天人清且安	0
花草相掩映，云霞共吐吞	1
江晚正愁余，山深闻鹧鸪	0
浩荡离愁白日斜，吟鞭东指即天涯	0
等闲识得东风面，万紫千红总是春	0
呦呦鹿鸣，食野之苹	0
莫让忙碌遮慧眼，且把平和植心间	0
