值得注意的是，去年预选赛朝鲜国青大都是93年龄段的球员，在对抗上明显存在差距	0
尽管在5分钟里他叫了3个暂停，仍无法阻止对手打出25-8的高潮，此前双方战成58平，结果这一下就拉开了分差，太阳也再难还手	0
格林中投不进，奇才反击，杰弗斯被韦斯特封盖，麦基运球强攻结果直接将科斯蒂奇撞翻，易建联登场换下布莱切	0
二者携手悠哉于，山水之间，既乐山又乐水，仁智兼备，相得益彰，	0
费根：现在，还没有任何交易接近完成，不过姚明看上去理解火箭的这个决定	0
没有蒸汽火车的发明那有后来的火车高铁;没有电的出现哪有后来的电灯电话;没有飞机的问世哪有后来的航天梦想	1
快船队则刚刚击败猛龙，克里斯-卡曼重新打上首发，在四场首发比赛中场均得到18	0
前两场中，皮尔斯防守之所以吃力，在于詹姆斯不论走哪条路，都可像压路机一般碾过他	0
快乐是一种感觉，但它可以涂在脸上，涂在眉毛上，在嘴里唱歌，写在心里。幸福是一种体验，但它可以与每个人共享并拥有在一起。把你的快乐带走，一个人的幸福将神奇地成为许多人的幸福。	0
辽阔的疆域盛满了儿女们深深的祝福，奔涌的江河流淌着儿女们无穷的向往，明媚的阳光渲染着儿女们浓浓的情意，灿烂的星空辉映着儿女们无尽的期望。	1
不过骑士还有一些后勒布朗时代的老将，他们并不适合现在的骑士，因此骑士只得到9%的选票	0
我们是谁？我们从哪里来？要到哪里去，	0
赞美：您不是雨露，却带来了新生的希望;您不是泉水，却带来了生命的甘甜;您不是太阳，却带来了人间的温暖。您如同溪流，没有江河奔腾的浪花，也没有大海壮阔的波澜，但山石间的那点叮咚，是您欢快的旋律。您如同星星，没有太阳耀眼的光芒，也没有月亮迷人的浪漫，但夜空中的那点光亮，是您生命价值的闪现。您如同沙砾，没有大山的伟岸，也没有溪流的悠闲，但山水间的那点铺垫，是您默默的奉献。	1
南都记者昨日联系到罗汉琛的父亲罗智华，他承认，自己也是前段时间父子俩都在长沙老家时，才听儿子提及范斌经常骂人之事，到昨日看过网上疯炒的报道，方知事情之严重性，但老罗还是表示，不鼓励孩子参与血书罢帅这类事件	0
拥有青春，就拥有了一份潇洒和风流；拥有青春，就拥有了一份灿烂和辉煌。拥有知识，就拥有了无限的光明和希望；拥有知识，就拥有了无限的力量和财富。拥有友情，就拥有了一份理解和支持；拥有友情，就拥有了一份快乐和温馨。拥有网络，就拥有了时间和空间；拥有网络，就拥有了世界和梦想。	1
卡佩罗上任之初，就看到了英格兰的心理问题，当时球队被克罗地亚挡在欧锦赛外，全队上下都有阴影	0
这些创造和创新，大如国家的体制，中如城市的管理，小如企业的制度，微如产品的改进，	1
洗手的时候，时间从盆里过去；吃饭的时候，时间从饭碗里过去；默默时，时间便从凝然的双眼前过去；我觉察到他去的匆匆，伸出手挽留时，他又从挽留着的手边过去了。	1
略为遗憾的是，在世界杯上出尽风头的巴拉圭美女里克尔梅未能前来，令众多男球迷失去了一饱眼福的机会	0
“我们还有12个月来进行世界杯的准备，我不想错过任何一场比赛，这对于我们队的其他人来说不是好消息，但是我想我应该这样做，因为你永远不知道哪场比赛将是你的最后一场比赛	0
要知道，上一场在猛龙身上米勒可是三分球11投6中砍了32分10板，但谁料今天米勒又不行了	0
火箭队史前两位的单季罚进个数，也是由摩西-马龙保持的，分别是630个和609个	0
母爱是温暖的太阳，奉献着她的光芒；母爱是辽阔的海洋，坦露着宽广的胸怀；母爱是甜蜜的乳汁，哺育着儿女茁壮地成长。	1
老鹰首发阵容：乔-约翰逊、科克-辛里奇、杰森-科林斯、约什-史密斯和艾尔-霍福德	0
此外，热火还握有一个更给力的规律：自1985年总决赛使用2-3-2赛制以来，在前两战中双方战成1-1的情况已经出现了11次；在这11次系列赛里，凡是赢得第三战的球队，最终全部捧起了当年的总冠军奖杯	0
他表示，米卢蒂诺维奇将在本月16日抵达巴格达，开始执教伊拉克队	0
错过了一段爱情，失去了一段友情，离开了一段亲情……	1
在追求理想的过程中，我曾无数次碰壁。尽管失败的教训没有使我一蹶不振，但热情却在不知不觉当中逐渐消减。理想如一头雾水，在岁月的霜风中吹散，在现实的阳光中消弭。不是颓唐，却有着抗拒不了的消沉；不是麻木，却有着禁不住的疲累。	1
新浪体育讯　北京时间5月14日消息，火箭队总经理莫雷打算让洛瑞去出席18日的抽签，这将决定火箭队手中的乐透秀到底顺位几何	0
